QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT
1655236800, 2022-06-14 16:00, 2022-06-14,16.0,3736.97, 2022-06-14,1655236800,0.0,0.99614,0.00022,0.02072,-0.18032,0.07126,0.31964,1.0,121.0, 1 x 20,130.0,144.3,3600.0,0.0,0.05, 0 x 1312,0.05,-0.00162,0.00017,0.00934,-0.02506,0.0,0.28784,1004.0,137.0,0.037
1655236800, 2022-06-14 16:00, 2022-06-14,16.0,3736.97, 2022-06-14,1655236800,0.0,0.9303,0.00207,0.22395,-2.07975,0.06722,0.38015,6.0,97.5, 5 x 20,90.6,97.5,3645.0,0.0,0.05, 0 x 467,0.1,-0.00277,0.00021,0.01306,-0.02511,-0.00065,0.1998,363.0,92.0,0.025
1655236800, 2022-06-14 16:00, 2022-06-14,16.0,3736.97, 2022-06-14,1655236800,0.0,0.92481,0.00248,0.23663,-2.07951,0.0672,0.34746,1.0,75.15, 5 x 20,80.6,87.5,3655.0,0.0,0.05, 0 x 468,0.05,-0.00268,0.00029,0.01457,-0.02513,-0.00038,0.17955,1264.0,82.0,0.022
1655236800, 2022-06-14 16:00, 2022-06-14,16.0,3736.97, 2022-06-14,1655236800,0.0,0.92152,0.00261,0.24455,-2.07985,0.06713,0.33162,5.0,90.14, 5 x 20,75.6,82.5,3660.0,0.0,0.05, 0 x 547,0.05,-0.00308,0.00035,0.01501,-0.02476,-0.00018,0.16944,2465.0,77.0,0.021
1655236800, 2022-06-14 16:00, 2022-06-14,16.0,3736.97, 2022-06-14,1655236800,0.0,0.91853,0.00286,0.25264,-2.08029,0.06664,0.31466,5.0,85.54, 5 x 20,70.6,77.5,3665.0,0.0,0.05, 0 x 530,0.05,-0.00269,0.00031,0.0165,-0.02488,-0.00012,0.1592,1877.0,72.0,0.019
1655236800, 2022-06-14 16:00, 2022-06-14,16.0,3736.97, 2022-06-14,1655236800,0.0,0.8993,0.00425,0.29413,-2.08014,0.06622,0.24713,8.0,38.58, 5 x 20,50.6,57.5,3685.0,0.0,0.05, 0 x 293,0.05,-0.00385,0.00063,0.02059,-0.02523,-0.00028,0.11831,1859.0,52.0,0.014
1655236800, 2022-06-14 16:00, 2022-06-14,16.0,3736.97, 2022-06-14,1655236800,0.0,0.95787,0.0033,0.14924,-0.58006,0.07046,0.16424,71.0,45.28, 5 x 20,44.4,50.7,3690.0,0.0,0.05, 0 x 254,0.05,-0.00481,0.00072,0.02186,-0.02547,-0.00068,0.10856,5576.0,47.0,0.013
1655236800, 2022-06-14 16:00, 2022-06-14,16.0,3736.97, 2022-06-14,1655236800,0.0,0.88567,0.00547,0.32282,-2.0796,0.06497,0.2114,57.0,34.9, 5 x 20,40.6,47.5,3695.0,0.0,0.05, 0 x 232,0.05,-0.00439,0.0009,0.02441,-0.02508,-0.00039,0.09776,2623.0,42.0,0.011
1655236800, 2022-06-14 16:00, 2022-06-14,16.0,3736.97, 2022-06-14,1655236800,0.0,0.86687,0.00742,0.35947,-2.07767,0.06438,0.17458,138.0,36.6, 5 x 20,30.6,37.5,3705.0,0.0,0.05, 0 x 160,0.05,-0.00646,0.00133,0.02943,-0.02513,-0.00053,0.07729,1836.0,32.0,0.009
1655236800, 2022-06-14 16:00, 2022-06-14,16.0,3736.97, 2022-06-14,1655236800,0.0,0.93829,0.00685,0.2025,-0.57984,0.06897,0.10548,308.0,25.2, 5 x 22,24.0,31.1,3710.0,0.0,0.05, 0 x 342,0.05,-0.00679,0.00172,0.03339,-0.02472,-0.00074,0.06573,3685.0,27.0,0.007
