QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.95329,0.00078,0.14626,-1.42959,0.01273,2.22759,6.0,454.87, 1 x 1,453.8,470.9,3660.0,0.0,0.05, 0 x 1181,0.1,-0.0011,1e-05,0.0043,-0.02476,0.0,0.74447,259.0,460.9,0.112
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.95191,0.00077,0.15031,-1.42978,0.01267,2.17441,1.0,410.18, 1 x 1,438.8,455.9,3675.0,0.0,0.05, 0 x 3286,0.1,-0.00048,2e-05,0.00436,-0.02507,0.0,0.71654,2100.0,445.9,0.108
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.96107,0.00112,0.11858,-0.38032,0.00844,1.75521,1.0,307.22, 1 x 1,342.7,359.9,3770.0,0.0,0.05, 0 x 525,0.1,-0.00085,6e-05,0.00565,-0.02548,-0.00018,0.54907,1.0,350.9,0.085
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.93954,0.00116,0.17754,-1.42966,0.0128,1.80757,1.0,369.05, 1 x 1,338.8,355.9,3775.0,0.0,0.05, 0 x 1623,0.1,-0.00119,7e-05,0.00607,-0.02518,0.0,0.54054,2513.0,345.9,0.084
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.93527,0.00127,0.18606,-1.43017,0.01233,1.71284,1.0,343.3, 1 x 1,313.8,330.9,3800.0,0.0,0.05, 0 x 1184,0.1,-0.00138,2e-05,0.00654,-0.02559,0.0,0.49689,323.0,320.9,0.078
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.95075,0.00164,0.13732,-0.38036,0.00869,1.47649,6.0,202.07, 1 x 1,267.7,284.9,3845.0,0.0,0.05, 0 x 733,0.15,-0.00087,1e-05,0.00699,-0.02539,-0.00032,0.41766,20.0,275.9,0.067
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.94485,0.00201,0.14702,-0.38011,0.00806,1.29993,4.0,122.43, 1 x 1,222.7,239.9,3890.0,0.0,0.05, 0 x 646,0.15,-0.0017,6e-05,0.00897,-0.02503,0.0,0.33819,84.0,230.9,0.056
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.93353,0.00222,0.17028,-0.63024,0.00952,1.25432,10.0,254.0, 20 x 1,209.0,224.1,3905.0,0.0,0.05, 0 x 566,0.05,-0.00166,0.0001,0.00915,-0.02475,0.0,0.31146,2.0,215.9,0.052
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.93049,0.0022,0.17895,-0.73011,0.00961,1.23983,2.0,199.48, 20 x 1,203.4,219.9,3910.0,0.0,0.05, 0 x 457,0.15,-0.00138,7e-05,0.00923,-0.02541,-0.00054,0.30262,22.0,210.9,0.051
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.90617,0.00222,0.23458,-1.63041,0.01215,1.24122,10.0,195.52, 1 x 20,195.5,209.6,3920.0,0.0,0.05, 0 x 496,0.1,-0.00187,0.00015,0.00993,-0.0253,0.0,0.2847,198.0,200.9,0.049
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.9037,0.00228,0.23857,-1.6798,0.01238,1.22243,4.0,183.96, 1 x 20,190.6,204.6,3925.0,0.0,0.05, 0 x 456,0.05,-0.00131,8e-05,0.00985,-0.02533,-2e-05,0.27544,61.0,195.9,0.048
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.90331,0.00237,0.23822,-1.62995,0.0124,1.19843,12.0,75.9, 1 x 20,185.5,199.6,3930.0,0.0,0.05, 0 x 461,0.05,-0.00168,0.0001,0.01015,-0.02494,-0.00037,0.2668,105.0,190.9,0.046
1654545600, 2022-06-06 16:00, 2022-06-06,16.0,4120.92, 2022-06-06,1654545600,0.0,0.90037,0.00249,0.24257,-1.6806,0.01203,1.17884,9.0,213.7, 1 x 20,180.6,194.6,3935.0,0.0,0.05, 0 x 524,0.05,-0.00142,0.00012,0.01105,-0.02515,-0.00045,0.25796,9.0,185.9,0.045
