QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.94716,0.00309,0.12865,-0.13976,0.00697,0.93341,10.0,138.37, 20 x 1,148.3,162.5,3635.0,0.0,0.05, 0 x 37,0.2,-0.00161,0.00015,0.01089,-0.02494,-0.00054,0.25554,337.0,155.3,0.041
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.94864,0.00318,0.12322,-0.0905,0.00657,0.90797,11.0,135.9, 20 x 1,143.3,157.4,3640.0,0.0,0.05, 0 x 46,0.05,-0.0023,0.00016,0.01082,-0.02578,0.0,0.24514,856.0,150.3,0.04
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.94778,0.00348,0.12358,-0.09014,0.00607,0.86455,1.0,139.88, 20 x 1,133.3,147.4,3650.0,0.0,0.05, 0 x 212,0.05,-0.00272,0.0002,0.01193,-0.02483,0.0,0.2258,1933.0,140.3,0.037
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.94714,0.00371,0.12351,-0.09026,0.00676,0.84169,2.0,121.75, 20 x 1,128.3,142.4,3655.0,0.0,0.05, 0 x 34,0.05,-0.00275,0.00021,0.01208,-0.02496,-0.00011,0.21583,273.0,135.3,0.036
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.94632,0.00393,0.12406,-0.09005,0.00627,0.81921,2.0,118.35, 20 x 1,123.3,137.4,3660.0,0.0,0.05, 0 x 41,0.05,-0.00253,0.00025,0.01309,-0.02511,-0.0001,0.20577,442.0,130.3,0.034
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.9454,0.00405,0.12428,-0.0899,0.00558,0.79692,3.0,113.75, 20 x 1,118.3,132.4,3665.0,0.0,0.05, 0 x 39,0.17,-0.00264,0.00026,0.0131,-0.02557,-0.00051,0.19641,287.0,125.3,0.033
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.94472,0.00432,0.12382,-0.09045,0.0061,0.77382,13.0,107.95, 20 x 1,113.3,127.4,3670.0,0.0,0.05, 0 x 69,0.05,-0.00314,0.00025,0.01437,-0.02522,0.0,0.18609,739.0,120.3,0.032
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.8704,0.04496,0.18553,-0.14017,0.00423,0.2165,954.0,16.31, 1 x 1,12.0,18.8,3775.0,0.05,0.1, 11 x 61,0.05,-0.99107,0.0,0.0,-19.15937,-0.07544,0.00215,1424.0,15.3,0.004
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.56777,0.04369,0.41198,-1.68772,0.00699,0.17811,582.0,6.25, 1 x 30,4.1,9.8,3785.0,0.05,0.25, 12 x 1,0.1,-0.99051,0.0,0.0,-29.15917,-0.07517,0.0027,1042.0,5.3,0.001
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.20059,0.04319,1.54116,-0.66549,0.03648,0.1055,1083.0,0.6, 55 x 1,0.25,1.6,3790.0,1.4,1.5, 1 x 2,1.4,-0.99041,0.0,0.0,-34.15859,-0.0758,0.00248,990.0,0.3,0.0
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.0337,0.00768,0.79272,-0.14975,0.01838,0.10365,857.0,0.33, 8 x 1,0.05,0.25,3795.0,2.2,8.4, 2 x 10,5.87,-0.99075,0.0,0.0,-34.41843,-0.07583,0.00233,429.0,4.7,0.001
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.00338,0.00058,0.01851,-0.02508,-1e-05,0.14191,1534.0,0.05, 0 x 64,0.0,0.05,3825.0,31.7,39.1, 10 x 1,28.5,-0.99137,0.0,0.0,-34.41721,-0.07621,0.00248,32.0,34.7,0.009
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.00305,0.00024,0.01425,-0.02552,0.00065,0.19263,4080.0,0.05, 0 x 190,0.0,0.05,3850.0,56.7,63.1, 10 x 10,47.5,-0.99092,0.0,0.0,-34.4165,-0.07725,0.00254,219.0,59.7,0.016
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.00238,0.00017,0.01185,-0.02515,0.00057,0.24069,1130.0,0.05, 0 x 310,0.0,0.05,3875.0,81.7,88.1, 10 x 10,86.53,-0.99069,0.0,0.0,-34.41647,-0.0774,0.00208,51.0,84.7,0.022
1655323200, 2022-06-15 16:00, 2022-06-15,16.0,3790.26, 2022-06-15,1655323200,0.0,0.00179,0.00016,0.01098,-0.025,-7e-05,0.25844,806.0,0.05, 0 x 250,0.0,0.05,3885.0,90.6,100.1, 1 x 5,101.11,-0.99113,0.0,0.0,-34.41593,-0.07708,0.00232,12.0,94.7,0.025
