QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT
1654891200, 2022-06-10 16:00, 2022-06-10,16.0,3900.16, 2022-06-10,1654891200,0.0,0.84859,0.0,0.10787,-8.9901,0.00237,44.20135,1.0,3313.74, 1 x 1,3100.3,3118.0,800.0,0.0,0.05, 0 x 258,0.05,-1e-05,0.0,0.00015,-0.02488,0.0,9.7531,1.0,3100.2,0.795
1654891200, 2022-06-10 16:00, 2022-06-10,16.0,3900.16, 2022-06-10,1654891200,0.0,0.88558,4e-05,0.20809,-8.99002,0.00664,11.07757,1.0,2113.99, 1 x 1,1900.3,1918.0,2000.0,0.0,0.05, 0 x 781,0.1,-0.00037,0.0,0.00116,-0.02495,-0.0004,4.21319,2.0,1900.2,0.487
1654891200, 2022-06-10 16:00, 2022-06-10,16.0,3900.16, 2022-06-10,1654891200,0.0,0.91088,-2e-05,0.21346,-8.99049,0.01004,6.03976,1.0,0.0, 1 x 1,1300.3,1318.0,2600.0,0.0,0.05, 0 x 3885,0.05,0.0,0.0,0.00109,-0.02456,0.0,2.61929,10.0,1300.2,0.333
1654891200, 2022-06-10 16:00, 2022-06-10,16.0,3900.16, 2022-06-10,1654891200,0.0,0.92397,0.00022,0.22847,-8.98968,0.02548,2.49072,1.0,1012.94, 1 x 1,600.3,618.0,3300.0,0.0,0.05, 0 x 1026,0.05,-0.00036,-3e-05,0.00347,-0.02504,-0.00021,1.13931,5.0,600.2,0.154
1654891200, 2022-06-10 16:00, 2022-06-10,16.0,3900.16, 2022-06-10,1654891200,0.0,0.92182,0.00027,0.23915,-8.99029,0.0297,2.09648,30.0,721.22, 1 x 1,500.3,518.0,3400.0,0.0,0.05, 0 x 906,0.05,-0.00061,6e-05,0.00349,-0.02467,0.0,0.94886,5.0,500.2,0.128
1654891200, 2022-06-10 16:00, 2022-06-10,16.0,3900.16, 2022-06-10,1654891200,0.0,0.92008,0.00032,0.24694,-8.99039,0.03179,1.90568,2.0,671.09, 1 x 1,450.3,468.0,3450.0,0.0,0.05, 0 x 874,0.05,-0.00016,1e-05,0.00332,-0.02461,-1e-05,0.85493,4.0,450.2,0.115
1654891200, 2022-06-10 16:00, 2022-06-10,16.0,3900.16, 2022-06-10,1654891200,0.0,0.91676,0.00039,0.25684,-8.99023,0.03457,1.71789,10.0,462.89, 1 x 1,400.3,418.0,3500.0,0.0,0.05, 0 x 1339,0.05,-0.00047,7e-05,0.0047,-0.02471,-3e-05,0.76112,199.0,400.2,0.103
1654891200, 2022-06-10 16:00, 2022-06-10,16.0,3900.16, 2022-06-10,1654891200,0.0,0.91267,0.0005,0.26935,-8.99033,0.03704,1.53333,10.0,418.29, 1 x 1,350.3,368.0,3550.0,0.0,0.05, 0 x 851,0.05,-0.00047,-3e-05,0.00465,-0.02477,-0.00055,0.66876,46.0,350.2,0.09
1654891200, 2022-06-10 16:00, 2022-06-10,16.0,3900.16, 2022-06-10,1654891200,0.0,0.90567,0.00058,0.2849,-8.99032,0.0401,1.35036,1.0,351.47, 1 x 1,300.3,318.0,3600.0,0.0,0.05, 0 x 901,0.05,-0.00132,4e-05,0.00518,-0.02546,0.0,0.57641,442.0,300.2,0.077
1654891200, 2022-06-10 16:00, 2022-06-10,16.0,3900.16, 2022-06-10,1654891200,0.0,0.89763,0.00074,0.30638,-8.99019,0.04311,1.16778,2.0,294.4, 1 x 1,250.3,268.0,3650.0,0.0,0.05, 0 x 517,0.05,-0.00083,8e-05,0.0063,-0.02535,0.0,0.48446,219.0,250.2,0.064
