QUOTE_UNIXTIME,QUOTE_READTIME,QUOTE_DATE,QUOTE_TIME_HOURS,UNDERLYING_LAST,EXPIRE_DATE,EXPIRE_UNIX,DTE,C_DELTA,C_GAMMA,C_VEGA,C_THETA,C_RHO,C_IV,C_VOLUME,C_LAST,C_SIZE,C_BID,C_ASK,STRIKE,P_BID,P_ASK,P_SIZE,P_LAST,P_DELTA,P_GAMMA,P_VEGA,P_THETA,P_RHO,P_IV,P_VOLUME,STRIKE_DISTANCE,STRIKE_DISTANCE_PCT
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00815,0.00254,0.67729,-0.0252,0.01657,0.0715,1088.0,0.05, 0 x 28,0.0,0.05,3905.0,5.5,9.3, 5 x 25,7.16,-0.994,0.0,0.0,-24.75821,-0.07813,0.00267,1136.0,4.4,0.001
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00753,0.00252,0.11956,-0.02505,0.003,0.07354,2648.0,0.05, 0 x 153,0.0,0.05,3910.0,11.1,16.1, 25 x 20,14.58,-0.9935,0.0,0.0,-24.75825,-0.07834,0.00173,1233.0,9.4,0.002
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00738,0.00194,0.03666,-0.02526,0.00073,0.07932,1593.0,0.05, 0 x 48,0.0,0.05,3915.0,17.8,22.8, 15 x 10,25.04,-1.0,0.0,-154.5,0.0,0.0,0.00243,446.0,14.4,0.004
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00611,0.00134,0.02775,-0.02524,-9e-05,0.09106,2876.0,0.05, 0 x 615,0.0,0.05,3920.0,24.3,26.0, 1 x 1,24.58,-1.0,0.0,-204.50002,0.0,0.0,0.002,389.0,19.4,0.005
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.005,0.00103,0.02454,-0.02533,0.00071,0.10096,2670.0,0.05, 0 x 82,0.0,0.05,3925.0,25.4,30.6, 20 x 20,31.7,-0.99376,0.0,0.0,-24.75827,-0.0784,0.00252,461.0,24.4,0.006
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00501,0.00075,0.02313,-0.02503,-0.00012,0.1121,2631.0,0.05, 0 x 544,0.0,0.05,3930.0,30.4,35.6, 20 x 20,27.88,-0.99328,0.0,0.0,-24.75731,-0.07815,0.00249,193.0,29.4,0.008
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00448,0.00064,0.02084,-0.02534,0.00044,0.12218,2242.0,0.05, 0 x 569,0.0,0.05,3935.0,35.4,40.6, 20 x 20,32.78,-0.99392,0.0,0.0,-24.75783,-0.07877,0.00188,253.0,34.4,0.009
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00423,0.00057,0.01913,-0.02526,-3e-05,0.13232,1945.0,0.05, 0 x 572,0.0,0.05,3940.0,41.1,45.7, 25 x 20,38.41,-0.99365,0.0,0.0,-24.75733,-0.07906,0.00191,166.0,39.4,0.01
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00318,0.00051,0.0184,-0.02549,8e-05,0.1423,2553.0,0.05, 0 x 211,0.0,0.05,3945.0,47.7,53.2, 15 x 11,49.41,-1.0,0.0,-454.5001,0.0,0.0,0.00215,189.0,44.4,0.011
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00295,0.00035,0.01698,-0.02508,-0.00017,0.15163,3835.0,0.05, 0 x 1198,0.0,0.05,3950.0,50.4,55.6, 20 x 20,56.0,-0.99328,0.0,0.0,-24.757,-0.07919,0.00236,568.0,49.4,0.013
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00284,0.00034,0.01605,-0.02467,0.00011,0.16146,1267.0,0.05, 0 x 134,0.0,0.05,3955.0,56.2,60.7, 5 x 20,52.3,-0.99395,0.0,0.0,-24.75719,-0.07865,0.00269,20.0,54.4,0.014
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00324,0.00029,0.01532,-0.0256,0.00062,0.17103,2876.0,0.05, 0 x 251,0.0,0.05,3960.0,60.4,65.6, 20 x 20,55.26,-0.99405,0.0,0.0,-24.75722,-0.07932,0.00223,32.0,59.4,0.015
1656360000, 2022-06-27 16:00, 2022-06-27,16.0,3900.55, 2022-06-27,1656360000,0.0,0.00275,0.00024,0.01461,-0.02525,-0.00014,0.18041,1125.0,0.05, 0 x 663,0.0,0.05,3965.0,66.2,70.7, 5 x 20,54.97,-0.99401,0.0,0.0,-24.75681,-0.07958,0.00258,8.0,64.4,0.017
